RowId,index,ra,dec,type,const,mag,name,rarad,decrad,bf,bayer,flam,spect,lum,ci,gl,comp,hyg_id,comp_primary,base,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
STAR-999,,1.807227,3.685447,Star,Psc,5.91,,,,,,,G9III,36.50900524844984,0.97,,1,8388,8388,,,,,,,,,,,,,
STAR-1000,,1.810808,37.95287,Star,And,5.94,,,,,,,K0III,40.10513660865759,0.975,,1,8408,8408,,,,,,,,,,,,,
STAR-1001,,1.81155,32.69021,Star,Tri,5.78,,,,,,,F8V,3.2960971217745763,0.572,NN 3115,1,8417,8417,,,,,,,,,,,,,
STAR-1002,,1.820986,47.896924,Star,Per,6.01,,,,,,,A3V,55.872743899402,0.17,,1,8459,8459,,,,,,,,,,,,,
STAR-1003,,1.822059,-31.072463,Star,For,6.35,,,,,,,K2/K3III,59.64856499193782,1.222,,1,8464,8464,,,,,,,,,,,,,
STAR-1004,,1.823155,-10.70356,Star,Cet,6.72,,,,,,,G0,0.9094943385552948,0.654,Wo 9061B,2,8470,8481,,,,,,,,,,,,,
STAR-1005,,1.824214,26.472638,Star,Tri,6.9,,,,,,,B8,145.07747890889115,-0.066,,1,8474,8474,,,,,,,,,,,,,
STAR-1006,,1.826418,-10.68641,Star,Cet,4.66,,,,53Chi Cet,Chi,53.0,F3III,6.4032432446894685,0.333,Wo 9061A,1,8481,8481,,,,,,,,,,,,,
STAR-1007,,1.83024,-38.402797,Star,For,6.37,,,,,,,F6V,1.8450154191794736,0.523,,1,8498,8498,,,,,,,,,,,,,
STAR-1008,,1.835714,22.275338,Star,Ari,5.83,,,,1    Ari,,1.0,K1III+...,130.73744701631327,0.743,,1,8527,8527,,,,,,,,,,,,,
STAR-1009,,1.837728,-12.886899,Star,Cet,6.88,,,,,,,M1III,15417004.529495584,1.631,,1,8532,8532,,,,,,,,,,,,,
STAR-1010,,1.83893,-47.816392,Star,Phe,6.14,,,,,,,K1IV,70.40443214699752,0.998,,1,8535,8535,,,,,,,,,,,,,
STAR-1011,,1.84777,11.043378,Star,Ari,5.92,,,,,,,F2Vw,6.588704043340734,0.302,,1,8571,8571,,,,,,,,,,,,,
STAR-1012,,1.848459,-50.206138,Star,Phe,5.94,,,,,,,A1V,21.817249589883,0.154,,1,8576,8576,,,,,,,,,,,,,
STAR-1013,,1.849198,51.933417,Star,Per,5.96,,,,,,,F5V,6.251726927756857,0.419,,1,8581,8581,,,,,,,,,,,,,
STAR-1014,,1.852629,20.514372,Star,Ari,6.7,,,,,,,F0,53.35805618460333,0.33,,1,8602,8602,,,,,,,,,,,,,
STAR-1015,,1.854701,64.854952,Star,Cas,6.54,,,,,,,K5Ia0-a...,21086281.49933297,2.215,,1,8609,8609,,,,,,,,,,,,,
STAR-1016,,1.857321,-39.835935,Star,Phe,6.44,,,,,,,K1IIICN...,60.53408747539136,1.094,,1,8624,8624,,,,,,,,,,,,,
STAR-1017,,1.857676,-10.335038,Star,Cet,3.74,,,,55Zet Cet,Zet,55.0,K2III,144.27796231294775,1.136,,1,8628,8628,,,,,,,,,,,,,
STAR-1018,,1.8605,-6.874143,Star,Cet,6.42,,,,,,,K0,66.06934480075961,1.233,,1,8647,8647,,,,,,,,,,,,,
STAR-1019,,1.861133,-13.233823,Star,Cet,6.95,,,,,,,K4III,189.67059212111465,1.518,,1,8655,8655,,,,,,,,,,,,,
STAR-1020,,1.862805,-15.64748,Star,Cet,6.44,,,,,,,M2III,292.6846862378789,1.608,,1,8671,8671,,,,,,,,,,,,,
STAR-1021,,1.863105,18.29,Star,Ari,6.59,,,,,,,K2III,22.22286254328204,1.102,,1,8672,8672,,,,,,,,,,,,,
STAR-1022,,1.863307,75.589594,Star,Cas,6.94,,,,,,,F5,13.778438433514532,0.491,,1,8673,8673,,,,,,,,,,,,,
STAR-1023,,1.866476,55.147385,Star,Per,5.53,,,,1    Per,,1.0,B1.5V,841.7827076608131,-0.175,,1,8687,8687,,,,,,,,,,,,,
STAR-1024,,1.869268,50.792794,Star,Per,5.7,,,,2    Per,,2.0,B9p...,100.0,-0.067,,1,8696,8696,,,,,,,,,,,,,
STAR-1025,,1.869543,24.117343,Star,Ari,6.74,,,,,,,K0III,21.222668969007817,1.136,,1,8700,8700,,,,,,,,,,,,,
STAR-1026,,1.872869,37.429786,Star,And,6.89,,,,,,,F8,4.690293284059374,0.44,,1,8716,8716,,,,,,,,,,,,,
STAR-1027,,1.87632,-67.944504,Star,Hyi,6.77,,,,,Eta-1,,B9V,80.61205638638913,-0.05,,1,8732,8732,,,,,,,,,,,,,
STAR-1028,,1.880758,51.474836,Star,Per,6.28,,,,,,,A3V,44.95727713019056,0.05,,1,8753,8753,,,,,,,,,,,,,
STAR-1029,,1.881142,-16.92925,Star,Cet,5.78,,,,,,,F0V,37.63570016936729,0.26,,1,8760,8760,,,,,,,,,,,,,
STAR-1030,,1.884696,29.578829,Star,Tri,3.42,,,,2Alp Tri,Alp,2.0,F6IV,14.073431383183484,0.488,Gl 78.1,1,8777,8777,,,,,,,,,,,,,
STAR-1031,,1.886265,28.81892,Star,Tri,6.86,,,,,,,K5III,97.18517029401686,1.475,,1,8785,8785,,,,,,,,,,,,,
STAR-1032,,1.888152,40.72979,Star,And,5.42,,,,55    And,,55.0,K1III,221.41141120912616,1.311,,1,8795,8795,,,,,,,,,,,,,
STAR-1033,,1.889764,-38.594632,Star,For,6.09,,,,,,,K1/K2III,39.40941607322858,1.125,,1,8801,8801,,,,,,,,,,,,,
STAR-1034,,1.89217,19.293852,Star,Ari,3.88,,,,5Gam2Ari,Gam-2,5.0,A1p Si,61.83010727517132,-0.047,,1,8813,8813,,,,,,,,,,,,,
STAR-1035,,1.892597,3.187536,Star,Psc,4.61,,,,111Xi  Psc,Xi,111.0,K0III SB,37.60105236684958,0.928,,1,8814,8814,,,,,,,,,,,,,
STAR-1036,,1.894102,-46.302669,Star,Phe,4.39,,,,Psi Phe,Psi,,M4III SB,167.8031078290955,1.597,,1,8818,8818,,,,,,,,,,,,,
STAR-1037,,1.896803,55.597639,Star,Per,6.44,,,,,,,A5m,11.598451211901663,0.185,,1,8828,8828,,,,,,,,,,,,,
STAR-1038,,1.898394,49.942962,Star,Per,6.87,,,,,,,K0,62.45971525332756,1.348,,1,8837,8837,,,,,,,,,,,,,
STAR-1039,,1.899357,10.614027,Star,Ari,6.77,,,,,,,F5V,2.9322432823031144,0.468,,1,8840,8840,,,,,,,,,,,,,
STAR-1040,,1.906122,-42.49695,Star,Phe,5.12,,,,Phi Phe,Phi,,A3V,68.99220098440475,-0.06,,1,8863,8863,,,,,,,,,,,,,
STAR-1041,,1.906153,8.781048,Star,Psc,6.6,,,,,,,M0,769.8391619294356,1.681,,1,8864,8864,,,,,,,,,,,,,
STAR-1042,,1.906584,63.670101,Star,Cas,3.35,,,,45Eps Cas,Eps,45.0,B2pvar,634.453795775715,-0.15,,1,8867,8867,,,,,,,,,,,,,
STAR-1043,,1.910668,20.808035,Star,Ari,2.64,Sheratan,,,6Bet Ari,Bet,6.0,A5V...,24.774220576332848,0.165,Gl 80,1,8884,8884,,,,,,,,,,,,,
STAR-1044,,1.911438,78.196474,Star,Cep,6.67,,,,,,,G5,68.10829367676381,1.011,,1,8889,8889,,,,,,,,,,,,,
STAR-1045,,1.912485,50.295774,Star,Per,6.83,,,,,,,K2,42.97342811536803,1.583,,1,8895,8895,,,,,,,,,,,,,
STAR-1046,,1.914938,40.702034,Star,And,6.25,,,,,,,K2,22.428488158692844,1.262,,1,8903,8903,,,,,,,,,,,,,
STAR-1047,,1.915572,-67.647303,Star,Hyi,4.68,,,,Eta2Hyi,Eta-2,,G5III,52.62595620803182,0.931,,1,8909,8909,,,,,,,,,,,,,
STAR-1048,,1.915659,56.582475,Star,Per,6.82,,,,,,,G2Ib,16292960.326397248,1.151,,1,8910,8910,,,,,,,,,,,,,
STAR-1049,,1.916015,37.12829,Star,And,6.28,,,,,,,K0,71.77942912713615,1.169,,1,8911,8911,,,,,,,,,,,,,
STAR-1050,,1.917874,-24.88971,Star,For,6.92,,,,,,,K2/K3III,76.06765007662268,1.289,,1,8917,8917,,,,,,,,,,,,,
STAR-1051,,1.92213,-60.312484,Star,Hyi,6.43,,,,,,,F2V,7.211074791828994,0.409,,1,8938,8938,,,,,,,,,,,,,
STAR-1052,,1.924265,76.22456,Star,Cas,6.97,,,,,,,A5,35.41604004264617,0.375,,1,8944,8944,,,,,,,,,,,,,
STAR-1053,,1.9283,-84.751156,Star,Oct,6.97,,,,,,,M1III,120.6701909593275,1.628,,1,8957,8957,,,,,,,,,,,,,
STAR-1054,,1.928447,81.958957,Star,Cep,6.85,,,,,,,K5,330.5217168699801,1.641,,1,8959,8959,,,,,,,,,,,,,
STAR-1055,,1.929576,-60.860975,Star,Hyi,6.07,,,,,,,F0IV/V,7.318127976744553,0.356,,1,8964,8964,,,,,,,,,,,,,
STAR-1056,,1.930063,-55.072174,Star,Eri,6.72,,,,,,,A5V,99.35735005868442,0.17,,1,8966,8966,,,,,,,,,,,,,
STAR-1057,,1.93012,30.35465,Star,Tri,6.85,,,,,,,A5,28.10606200334399,0.24,,1,8967,8967,,,,,,,,,,,,,
STAR-1058,,1.930642,-78.348548,Star,Hyi,6.15,,,,Sig Hyi,Sig,,F5/F6IV/V,4.984252094042598,0.448,,1,8972,8972,,,,,,,,,,,,,
STAR-1059,,1.930844,23.577322,Star,Ari,5.76,,,,7    Ari,,7.0,K1III,126.3572018522654,1.185,,1,8974,8974,,,,,,,,,,,,,
STAR-1060,,1.93162,1.849982,Star,Cet,6.01,,,,,,,F7V+...,5.465123745198722,0.549,,1,8980,8980,,,,,,,,,,,,,
STAR-1061,,1.9318,37.277786,Star,And,5.89,,,,,,,K5III,306.19634336906785,1.599,,1,8982,8982,,,,,,,,,,,,,
STAR-1062,,1.932564,-51.608896,Star,Eri,3.69,,,,Chi Eri,Chi,,G5IV,9.272567425805942,0.844,Gl 81A,1,8989,8989,,,,,,,,,,,,,
STAR-1063,,1.933337,68.685242,Star,Cas,4.97,,,,46Ome Cas,Ome,46.0,B8III,414.1903726221008,-0.084,,1,8990,8990,,,,,,,,,,,,,
STAR-1064,,1.935927,37.25183,Star,And,5.69,,,,56    And,,56.0,G8III...,43.41102097073453,1.06,,1,9002,9002,,,,,,,,,,,,,
STAR-1065,,1.935945,-49.836446,Star,Eri,6.37,,,,,,,B8/B9V,98.9919775080584,-0.081,,1,9003,9003,,,,,,,,,,,,,
STAR-1066,,1.942271,41.892076,Star,And,6.98,,,,,,,B9,201.7437085611923,-0.035,,1,9026,9026,,,,,,,,,,,,,
STAR-1067,,1.942954,-32.13833,Star,For,6.52,,,,,,,K0III,52.57750822566941,0.987,,1,9030,9030,,,,,,,,,,,,,
STAR-1068,,1.943767,-81.499235,Star,Hyi,6.93,,,,,,,F3IV/V,7.557880136804518,0.38,,1,9034,9034,,,,,,,,,,,,,
STAR-1069,,1.944499,-22.526785,Star,Cet,4.92,,,,56    Cet,,56.0,K3III,109.84998450583755,1.434,,1,9042,9042,,,,,,,,,,,,,
STAR-1070,,1.949961,-51.766244,Star,Eri,6.1,,,,,,,F8V,2.2824433121735037,0.487,Gl 81.3,1,9066,9066,,,,,,,,,,,,,
STAR-1071,,1.952669,-10.242427,Star,Cet,6.42,,,,,,,G5,2.5421431362049387,0.817,Gl 81.1A,1,9075,9075,,,,,,,,,,,,,
STAR-1072,,1.952792,-47.385277,Star,Phe,4.82,,,,,,,G8III,59.53878941276854,0.864,,1,9076,9076,,,,,,,,,,,,,
STAR-1073,,1.955848,17.817532,Star,Ari,5.09,,,,8Iot Ari,Iot,8.0,K1p...,203.98583002685623,0.921,,1,9091,9091,,,,,,,,,,,,,
STAR-1074,,1.956737,-36.057421,Star,For,6.98,,,,,,,A8V,27.18942354402216,0.271,,1,9093,9093,,,,,,,,,,,,,
STAR-1075,,1.962151,27.804381,Star,Tri,5.84,,,,,,,M2III,79.06786279998245,1.576,,1,9113,9113,,,,,,,,,,,,,
STAR-1076,,1.964736,75.336073,Star,Cas,6.62,,,,,,,G5,57.22687092228429,0.962,,1,9128,9128,,,,,,,,,,,,,
STAR-1077,,1.964821,-65.4247,Star,Hyi,6.36,,,,,,,G8II/III,71.7133482657721,0.906,,1,9130,9130,,,,,,,,,,,,,
STAR-1078,,1.965404,40.760604,Star,And,6.87,,,,,,,F5,3.0255198038723057,0.499,,1,9132,9132,,,,,,,,,,,,,
STAR-1079,,1.965478,23.596061,Star,Ari,4.79,,,,9Lam Ari,Lam,9.0,F0V,16.489215731508327,0.29,,1,9135,9135,,,,,,,,,,,,,
STAR-1080,,1.965657,41.69456,Star,And,6.77,,,,,,,B8III,159.51443869276017,-0.073,,1,9140,9140,,,,,,,,,,,,,
STAR-1081,,1.966454,47.09552,Star,And,6.48,,,,,,,K0,1030.8607400626256,1.203,,1,9144,9144,,,,,,,,,,,,,
STAR-1082,,1.966503,-2.05948,Star,Cet,6.52,,,,,,58.0,A0,48.12824218676023,0.174,,1,9146,9146,,,,,,,,,,,,,
STAR-1083,,1.967569,49.64274,Star,Per,6.97,,,,,,,K2,39.15615148396117,1.204,,1,9150,9150,,,,,,,,,,,,,
STAR-1084,,1.967716,31.13438,Star,Tri,6.94,,,,,,,M5III,55.872743899402,1.252,,1,9152,9152,,,,,,,,,,,,,
STAR-1085,,1.97181,59.625952,Star,Cas,6.65,,,,,,,A1IV,27.264654585290064,0.08,,1,9168,9168,,,,,,,,,,,,,
STAR-1086,,1.974078,-33.066787,Star,For,6.37,,,,,,,K0III,41.49540426343631,1.006,,1,9188,9188,,,,,,,,,,,,,
STAR-1087,,1.975896,61.697788,Star,Cas,6.02,,,,,,,B5III,170.29425618775485,-0.042,,1,9201,9201,,,,,,,,,,,,,
STAR-1088,,1.975973,49.204352,Star,Per,5.7,,,,3    Per,,3.0,K0IV,25.7276429534678,1.005,,1,9203,9203,,,,,,,,,,,,,
STAR-1089,,1.979451,-61.569859,Star,Hyi,2.86,,,,Alp Hyi,Alp,,F0V,30.283076942657782,0.29,Gl 83,1,9217,9217,,,,,,,,,,,,,
STAR-1090,,1.979444,-11.300955,Star,Cet,6.46,,,,,,,G5,27.340093785056094,1.128,,1,9218,9218,,,,,,,,,,,,,
STAR-1091,,1.980603,73.152384,Star,Cas,6.87,,,,,,,G5,85.34930716135483,1.216,,1,9223,9223,,,,,,,,,,,,,
STAR-1092,,1.981799,18.358092,Star,Ari,6.79,,,,,,,G5,218.37353276021747,1.202,,1,9229,9229,,,,,,,,,,,,,
STAR-1093,,1.983532,-22.919804,Star,Cet,6.62,,,,,,,A7/8V + G,24.23259924092549,0.478,,1,9239,9239,,,,,,,,,,,,,
STAR-1094,,1.988772,-26.432234,Star,For,6.79,,,,,,,A0V,21.63714721779108,0.023,,1,9266,9266,,,,,,,,,,,,,
STAR-1095,,1.990524,12.294876,Star,Ari,6.09,,,,,,,A6V,31.04559588128356,0.186,,1,9276,9276,,,,,,,,,,,,,
STAR-1096,,1.990566,-40.727207,Star,Phe,6.93,,,,,,,G8III,46.30202658603084,0.928,,1,9277,9277,,,,,,,,,,,,,
STAR-1097,,1.991955,-13.87246,Star,Cet,6.8,,,,,,,M2III,157.18098282039188,1.578,,1,9281,9281,,,,,,,,,,,,,
STAR-1098,,1.993244,21.05857,Star,Ari,5.89,,,,,,,K0III-IV,55.156919126080254,1.031,,1,9288,9288,,,,,,,,,,,,,
STAR-1099,,1.993892,64.621602,Star,Cas,5.29,,,,,,,A0Vn,37.80941866832965,0.002,,1,9293,9293,,,,,,,,,,,,,
STAR-1100,,1.994118,-42.030532,Star,Phe,5.57,,,,,,,K1III,41.648560934074126,1.052,,1,9294,9294,,,,,,,,,,,,,
STAR-1101,,1.99475,-66.066558,Star,Hyi,6.09,,,,,,,K2III,59.53878941276854,1.176,,1,9299,9299,,,,,,,,,,,,,
STAR-1102,,1.996166,-20.824539,Star,Cet,5.43,,,,57    Cet,,57.0,M0/M1III,190.89739411235064,1.64,,1,9307,9307,,,,,,,,,,,,,
STAR-1103,,1.999557,6.035487,Star,Psc,6.75,,,,,,,G5,40.14209182043211,0.999,,1,9324,9324,,,,,,,,,,,,,
STAR-1104,,2.000084,-21.077831,Star,Cet,3.99,,,,59Ups Cet,Ups,59.0,K5/M0III,177.99180203953355,1.554,,1,9328,9328,,,,,,,,,,,,,
STAR-1105,,2.002544,3.097015,Star,Psc,5.89,,,,112    Psc,,112.0,G2IV,4.305266104917106,0.61,,1,9334,9334,,,,,,,,,,,,,
STAR-1106,,2.004113,-3.368309,Star,Cet,6.89,,,,,,,A0,14.203651240480117,0.337,,1,9339,9339,,,,,,,,,,,,,
STAR-1107,,2.004171,44.420013,Star,And,6.87,,,,,,,G5,114.28783347897712,1.149,,1,9340,9340,,,,,,,,,,,,,
STAR-1108,,2.004687,-55.012795,Star,Eri,6.51,,,,,,,K0II/IIICN.,44.09608164506378,0.97,,1,9343,9343,,,,,,,,,,,,,
STAR-1109,,2.007451,-8.523873,Star,Cet,5.43,,,,,,,M3III,124.96833972112192,1.391,,1,9353,9353,,,,,,,,,,,,,
STAR-1110,,2.01346,59.959335,Star,Cas,6.72,,,,,,,A3IV,16.29296032639722,0.137,,1,9384,9384,,,,,,,,,,,,,
STAR-1111,,2.013739,-8.471719,Star,Cet,6.92,,,,,,,G5,4.442219354710551,0.96,,1,9387,9387,,,,,,,,,,,,,
STAR-1112,,2.015779,-78.870308,Star,Hyi,6.84,,,,,,,F8/G0V,3.61742886764218,0.576,,1,9395,9395,,,,,,,,,,,,,
STAR-1113,,2.020456,41.212382,Star,And,6.85,,,,,,,K0,146.4198642935277,1.427,,1,9418,9418,,,,,,,,,,,,,
STAR-1114,,2.020759,-30.00183,Star,For,5.34,,,,Pi  For,Pi,,G8III,51.85611776858399,0.883,,1,9420,9420,,,,,,,,,,,,,
STAR-1115,,2.02594,23.395449,Star,Ari,6.61,,,,,,,F0,7.447319739059888,0.339,,1,9432,9432,,,,,,,,,,,,,
STAR-1116,,2.02844,-44.713509,Star,Phe,5.15,,,,Chi Phe,Chi,,K5III,100.46157902783956,1.471,,1,9439,9439,,,,,,,,,,,,,
STAR-1117,,2.030592,-63.622657,Star,Hyi,6.88,,,,,,,F8IV,7.899507213358164,0.561,,1,9448,9448,,,,,,,,,,,,,
STAR-1118,,2.030669,15.067086,Star,Ari,6.54,,,,,,,K0,1210.0407608569549,1.15,,1,9450,9450,,,,,,,,,,,,,
STAR-1119,,2.031201,-74.44573,Star,Hyi,6.8,,,,,,,M5III,664.9668571246756,1.63,,1,9452,9452,,,,,,,,,,,,,
STAR-1120,,2.032644,70.90702,Star,Cas,4.49,,,,48    Cas,,48.0,A3IV,17.314103128901543,0.164,,1,9460,9460,,,,,,,,,,,,,
STAR-1121,,2.034117,2.763759,Star,Psc,3.82,,,,113Alp Psc,Alp,113.0,A2,55.05540984847944,0.024,,1,9467,9467,,,,,,,,,,,,,
STAR-1122,,2.035533,28.400214,Star,Tri,6.57,,,,,,,K1III,29.785164294291896,1.007,,1,9473,9473,,,,,,,,,,,,,
STAR-1123,,2.035911,75.502166,Star,Cas,6.64,,,,,,,A0,70.85981269167688,-0.03,,1,9474,9474,,,,,,,,,,,,,
STAR-1124,,2.038359,54.487541,Star,Per,4.99,,,,4    Per,,4.0,B8III,438.126982022493,-0.071,,1,9485,9485,,,,,,,,,,,,,
STAR-1125,,2.040274,12.685093,Star,Ari,6.87,,,,,,,K0,35.84264080437145,1.077,,1,9497,9497,,,,,,,,,,,,,
STAR-1126,,2.041185,-29.665642,Star,For,6.4,,,,,,,A3III,51.85611776858399,0.135,,1,9501,9501,,,,,,,,,,,,,
STAR-1127,,2.043077,13.476716,Star,Ari,5.97,,,,,,,M2III,151.4955932040344,1.584,,1,9513,9513,,,,,,,,,,,,,
STAR-1128,,2.043127,-21.965777,Star,Cet,6.97,,,,,,,B6V,58.8843655355589,-0.106,,1,9514,9514,,,,,,,,,,,,,
STAR-1129,,2.043826,-70.419478,Star,Hyi,6.89,,,,,,,K2III,85.74326166361797,1.36,,1,9520,9520,,,,,,,,,,,,,
STAR-1130,,2.047705,-23.886628,Star,For,6.3,,,,,,,K2III,173.78008287493745,1.34,,1,9542,9542,,,,,,,,,,,,,
STAR-1131,,2.047857,-2.377799,Star,Cet,6.91,,,,,,,A3,15.09384896654952,0.197,,1,9543,9543,,,,,,,,,,,,,
STAR-1132,,2.047913,64.901466,Star,Cas,6.0,,,,52    Cas,,52.0,A1Vn,24.41181106054889,0.029,,1,9544,9544,,,,,,,,,,,,,
STAR-1133,,2.049177,77.916263,Star,Cep,6.04,,,,,,,K0,292.4152377843334,1.107,,1,9548,9548,,,,,,,,,,,,,
STAR-1134,,2.049325,11.018756,Star,Ari,6.53,,,,,,,K0,129.0624782060537,1.297,,1,9549,9549,,,,,,,,,,,,,
STAR-1135,,2.049433,33.284135,Star,Tri,5.5,,,,3Eps Tri,Eps,3.0,A2V,79.21364541528511,0.029,,1,9550,9550,,,,,,,,,,,,,
STAR-1136,,2.049602,-15.305932,Star,Cet,5.87,,,,,,,K0II/III,47.20630412635904,0.966,,1,9552,9552,,,,,,,,,,,,,
STAR-1137,,2.050052,64.390018,Star,Cas,5.59,,,,53    Cas,,53.0,B8Ib,1461.5039720061643,0.325,,1,9553,9553,,,,,,,,,,,,,
STAR-1138,,2.050479,3.358616,Star,Psc,6.88,,,,,,,G0,3.746277983440598,0.664,,1,9556,9556,,,,,,,,,,,,,
STAR-1139,,2.052914,73.85057,Star,Cas,6.12,,,,,,,A5III,43.691806338528814,0.162,,1,9565,9565,,,,,,,,,,,,,
STAR-1140,,2.053236,0.128507,Star,Cet,5.42,,,,60    Cet,,60.0,A5III,43.89347855347172,0.146,,1,9568,9568,,,,,,,,,,,,,
STAR-1141,,2.057268,72.421294,Star,Cas,3.95,,,,50    Cas,,50.0,A2V,53.161839507396266,-0.002,,1,9577,9577,,,,,,,,,,,,,
STAR-1142,,2.060927,25.935471,Star,Ari,5.64,,,,10    Ari,,10.0,F8IV,11.460405911366024,0.537,,1,9600,9600,,,,,,,,,,,,,
STAR-1143,,2.061247,-4.103516,Star,Cet,5.61,,,,,,,K5Iab:,137.0250597124245,1.589,,1,9601,9601,,,,,,,,,,,,,
STAR-1144,,2.061836,18.253238,Star,Ari,6.24,,,,,,,K4III,206.442923207399,1.424,,1,9605,9605,,,,,,,,,,,,,
STAR-1145,,2.063381,-0.340251,Star,Cet,5.96,,,,61    Cet,,61.0,G5V...,44.29961991003636,0.851,,1,9609,9609,,,,,,,,,,,,,
STAR-1146,,2.064984,42.329725,Star,And,2.1,Almaak,,,57Gam1And,Gam-1,57.0,B8V,1828.1002161427427,1.37,,1,9618,9618,,,,,,,,,,,,,
STAR-1147,,2.07013,-11.85977,Star,Cet,6.43,,,,,,,K4III,382.6484865951097,1.498,,1,9633,9633,,,,,,,,,,,,,
STAR-1148,,2.070321,51.967787,Star,Per,6.66,,,,,,,B8,37.56643646144586,-0.037,,1,9634,9634,,,,,,,,,,,,,
STAR-1149,,2.074844,-29.296819,Star,For,4.68,,,,Nu  For,Nu,,B9.5p (Si),151.3561248436207,-0.156,,1,9655,9655,,,,,,,,,,,,,
STAR-1150,,2.076413,-54.881689,Star,Eri,6.45,,,,,,,F2V,5.223961889991196,0.386,,1,9663,9663,,,,,,,,,,,,,
STAR-1151,,2.077749,65.103503,Star,Cas,6.52,,,,,,,A0V,25.77507869970537,0.003,,1,9669,9669,,,,,,,,,,,,,
STAR-1152,,2.080836,7.735664,Star,Psc,6.44,,,,,,,K0,37.80941866832965,1.114,,1,9684,9684,,,,,,,,,,,,,
STAR-1153,,2.084398,55.622257,Star,Per,6.53,,,,,,,F0,18.72405895986799,0.303,,1,9701,9701,,,,,,,,,,,,,
STAR-1154,,2.085315,77.281341,Star,Cas,5.27,,,,47    Cas,,47.0,F0Vn,7.467925899308832,0.345,,1,9706,9706,,,,,,,,,,,,,
STAR-1155,,2.090794,50.643215,Star,Per,6.99,,,,,,,F5,10.734949358052354,0.508,,1,9732,9732,,,,,,,,,,,,,
STAR-1156,,2.092103,76.11506,Star,Cas,5.22,,,,49    Cas,,49.0,G8III,107.05328538333616,0.954,,1,9741,9741,,,,,,,,,,,,,
STAR-1157,,2.096797,7.028415,Star,Psc,6.79,,,,,,,F0,14.229839445793328,0.376,,1,9763,9763,,,,,,,,,,,,,
STAR-1158,,2.10048,41.532866,Star,And,6.86,,,,,,,A5,33.853221281535426,0.314,,1,9778,9778,,,,,,,,,,,,,
STAR-1159,,2.10298,-10.276218,Star,Cet,6.74,,,,,,,F0,8.053784411990664,0.311,,1,9785,9785,,,,,,,,,,,,,
STAR-1160,,2.103406,8.248114,Star,Psc,6.27,,,,,,,M4,166.41788566165846,1.636,,1,9787,9787,,,,,,,,,,,,,
STAR-1161,,2.105604,-15.446265,Star,Cet,6.96,,,,,,,K2/K3III,86.85603503487766,1.394,,1,9797,9797,,,,,,,,,,,,,
STAR-1162,,2.108141,0.035384,Star,Cet,6.29,,,,,,,K0,90.36494737223012,0.897,,1,9805,9805,,,,,,,,,,,,,
STAR-1163,,2.108401,24.333993,Star,Ari,6.89,,,,,,,G2V,0.7921364541528509,0.662,,1,9807,9807,,,,,,,,,,,,,
STAR-1164,,2.109423,22.648317,Star,Ari,5.03,,,,12Kap Ari,Kap,12.0,A2m,26.254273189937003,0.121,,1,9814,9814,,,,,,,,,,,,,
STAR-1165,,2.113651,29.269405,Star,Tri,6.75,,,,,,,A2,10.327614057613976,0.186,,1,9836,9836,,,,,,,,,,,,,
STAR-1166,,2.113676,25.704553,Star,Ari,6.01,,,,11    Ari,,11.0,B9IV-Vn,248.1989843507096,-0.03,,1,9837,9837,,,,,,,,,,,,,
STAR-1167,,2.114458,-19.138869,Star,Cet,6.39,,,,,,,K1III,19.516413002858265,1.143,,1,9840,9840,,,,,,,,,,,,,
STAR-1168,,2.116369,-65.945754,Star,Hyi,6.71,,,,,,,G8III,35.481338923357534,0.883,,1,9847,9847,,,,,,,,,,,,,
STAR-1169,,2.117373,-8.60636,Star,Cet,6.64,,,,,,,G5,44.54510633598985,0.932,,1,9852,9852,,,,,,,,,,,,,
STAR-1170,,2.119555,23.462423,Star,Ari,2.01,Hamal,,,13Alp Ari,Alp,13.0,K2III,55.6672798150948,1.151,Gl 84.3,1,9861,9861,,,,,,,,,,,,,
STAR-1171,,2.126187,-0.617418,Star,Cet,6.88,,,,,,,G2V,2.1047474886559754,0.624,Wo 9073A,1,9888,9888,,,,,,,,,,,,,
STAR-1172,,2.129434,18.029443,Star,Ari,6.63,,,,,,,A3,57.49101815675037,0.22,,1,9901,9901,,,,,,,,,,,,,
STAR-1173,,2.129785,5.984835,Star,Cet,6.99,,,,,,,K5,66.68067692136219,1.539,,1,9903,9903,,,,,,,,,,,,,
STAR-1174,,2.134913,-41.88042,Star,Phe,6.5,,,,,,,A4V,19.107329810428727,0.205,,1,9928,9928,,,,,,,,,,,,,
STAR-1175,,2.138824,-10.041335,Star,Cet,6.98,,,,,,,A3,30.959932133091723,0.189,,1,9943,9943,,,,,,,,,,,,,
STAR-1176,,2.141454,37.859077,Star,And,4.78,,,,58    And,,58.0,A5IV-V,36.74514791999399,0.12,,1,9954,9954,,,,,,,,,,,,,
STAR-1177,,2.142166,-6.677993,Star,Cet,6.51,,,,,,,G5,45.793095315174384,0.879,,1,9958,9958,,,,,,,,,,,,,
STAR-1178,,2.142655,44.459429,Star,And,6.38,,,,,,,G8III,38.76144867002412,0.965,,1,9960,9960,,,,,,,,,,,,,
STAR-1179,,2.144606,58.423601,Star,Per,5.66,,,,,,,A1Ia,47424198.52602439,0.595,,1,9967,9967,,,,,,,,,,,,,
